mal_id,title_english,title_japanese,synonyms,media_type,status,num_episodes,start_date,mean,rank,popularity,num_scoring_users,members,source,rating,studios,genres,themes,synopsis
1906,Harukanaru Toki no Naka de: Maihitoyo,劇場版 遙かなる時空（とき）の中で 舞一夜（まいひとよ）,Gekijouban Haruka Naru Toki no Naka de: Maihitoyo|Gekijo Ban Harukanaru Toki no Nakade -Mai Hitoyo-|GekijouBan Harukanaru Toki no Naka de: MaiHitoyo|Beyond the Stream of Time: A Dance in the Moonlight,movie,finished_airing,1,2006-08-19,7.17,3924,8655,2030,6436,visual_novel,pg_13,Yumeta Company,Drama|Fantasy|Historical|Isekai|Romance|Time Travel,Isekai,"One rainy day, Akane crosses path with a kind young man who tacitly offers to her his coat. On their second encounter, he confesses that he has no recollection of who he is, his name or his past, but feels contented by just being with her. Besotted, Akane sets out to find his name, and to unravel his enigmatic connection with a famous cursed dance rumoured to kill anyone who attempts to perform it.

(Source: ANN)"
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,遙かなる時空の中で〜八葉抄〜 1〜9,Harukanaru Toki no Naka de: Character Endings|In a Distant Time: Character Endings,special,finished_airing,8,2005-09-23,6.33,8951,11090,1007,3147,visual_novel,pg_13,Yumeta Company,Fantasy|Historical|Isekai|Romance|Time Travel,Isekai,Short clips about what happens after the TV series.
56178,Celia-sensei no Wakuwaku Magical Kyoushitsu Season 2,精霊幻想記』セリア先生のわくわくまじかる教室season2,Seirei Gensouki Mini Anime 2|Celia-sensei's Exciting Magical Classroom 2|Instructor Celia's Exciting Magical Classroom 2,ona,finished_airing,18,2023-08-04,5.75,12091,13814,443,1440,light_novel,pg_13,AQUA ARIS,Comedy|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,Informational mini anime posted on the anime's official Twitter and HJ Bunko/HJ Novel's official YouTube channel.
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,遙かなる時空の中で〜八葉抄〜,Destination of the Heart|Where the Heart Belongs|HaruToki Special|Haruka naru Toki no Naka de: Omoi no Arika (Chi)|Haruka naru Toki no Naka de: Kokoro no Yukue (Ten)|Harukanaru Toki no Naka de: Kokoro no Yukue,ova,finished_airing,2,2005-12-23,6.43,8350,11987,712,2463,visual_novel,pg_13,Yumeta Company,Comedy|Fantasy|Historical|Isekai|Time Travel,Isekai,"Two side stories to the main series
 Kokoro no Yukue (Ten) ~ Destination of the Heart
Story featuring the four Hachiyou of Heaven: Yorihisa and Takamichi, Eisen and Inori.
Minor incidents lead to the Hachiyou suspecting each other of committing a small 'crime'. Akane is brought in to assist with the case.

Omoi no Arika (Chi) ~ Where the Heart Belongs
Story featuring the four Hachiyou of Earth: Tenma, Shimon, Tomomasa and Yasuaki.
Kotengu is determined to challenge Yasuaki, however the other three and Akane try to prevent that from happening, asking also Fuji-hime to cooperate."
51064,Black Summoner,黒の召喚士,The Berserker Rises to Greatness.,tv,finished_airing,12,2022-07-09,7.01,4804,943,147553,293440,light_novel,pg_13,Satelight,Action|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"To prepare for reincarnation in another world, Kelvin gives up select memories from his previous life in exchange for powerful abilities, additional skill points, and an S-class summoner title. As a bonus, the goddess facilitating his rebirth, Melfina, offers him a choice of any companion to give him a head start in his summoner role. Kelvin—who has fallen head over heels for Melfina at first sight—promptly chooses the deity, confident that his passionate feelings for her will resurface even without all of his memories.

Kelvin embarks on his exciting new journey with Melfina as his guide. However, in order to summon his beloved goddess' physical form, he needs to acquire significant amounts of mana points—and the best way to accomplish this is to level up by fighting strong enemies and making contracts with even stronger companions.

[Written by MAL Rewrite]
"
41848,Isekai Harem Monogatari,異世界ハーレム物語,Tales of A Harem in Another World,ova,finished_airing,4,2020-07-31,7.46,,4790,11983,28194,manga,rx,Majin,Fantasy|Harem|Hentai|Isekai,Isekai,"A 16-year-old named Naoki Oikawa is addicted to masturbating. One day, while pleasuring himself as usual, his erotic magazine begins to glow and Naoki suddenly finds himself in a fantastic world. He appears among three female adventurers who later present themselves as the swordswoman Filia Shiora, the priestess Tiane Rutheim, and the elf Llusse. They explain to Naoki that the world is in danger of destruction due to the resurrection of the Demon King, and the only way to save it is for him to use his special power—feeding his semen to the three girls so as to increase their strength exponentially. Of course, the young hero agrees to join the party, and his erotic quest begins.

[Written by MAL Rewrite]"
46971,Arifureta: From Commonplace to World's Strongest - Prologue,ありふれた職業で世界最強 プロローグ,Arifureta Shokugyou de Sekai Saikyou Episode 0,ona,finished_airing,1,2020-03-19,6.69,6703,4598,13477,30836,light_novel,pg_13,asread.|White Fox,Fantasy|Isekai|School,Isekai,"Initially screened at the Arifureta Shokugyou de Sekai Saikyou -Live & Act- event on January 19, 2020. It was later released via streaming platforms on March 19, 2020.

(Source: AniDB)"
59265,Magic Maker: How to Make Magic in Another World,マジック・メイカー －異世界魔法の作り方－,Magic Maker: How to Create Magic in Another World,tv,finished_airing,12,2025-01-09,6.8,6008,2729,38854,80720,light_novel,pg_13,Studio Deen,Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"A 30-year-old man who dreams of becoming a wizard suddenly loses his life. Reincarnated in another world as a young child named Shion, he grows up alongside Marie, his dependable older sister who adores him. Shion eagerly anticipates using magical powers, but he discovers that the new world seemingly does not have any magic. He spends the ensuing years as a gloomy and dejected child until a mystical phenomenon at a nearby lake catches the siblings' attention and breathes life back into his magical dream.

While experimenting on the peculiar light emanating from the water, Shion finally confirms that magical energy really exists. It may not be convenient for anything just yet, but Shion devotes his time to studying the anomaly, determined to uncover all the existing wonders in his quest to make magic.

[Written by MAL Rewrite]"
61316,Re:ZERO -Starting Life in Another World- Season 4,Re:ゼロから始める異世界生活 4th season,Re: Life in a different world from zero|ReZero,tv,currently_airing,19,2026-04-08,8.76,48,1600,10595,172053,light_novel,r,White Fox,Drama|Fantasy|Isekai|Psychological|Suspense|Time Travel,Isekai|Martial Arts|Reincarnation,"In the deadly battle at the Watergate City of Priestella, Subaru and his allies barely emerged victorious—but their triumph came at a great cost. Through the ""Authority of Gluttony,"" Rem was put into suspended animation, while Crusch's memories and even Julius’s name were devoured. As he searches for a way to save them, Subaru learns of the ""wise man"" Shaula—an all-seeing being said to possess every form of knowledge. His next destination is the Pleiades Watchtower, home to a wise man, the farthest tower standing in the vast, uncharted desert known as the Auguria Dunes—a place so perilous that even the mightiest ""Sword Saint,"" Reinhard, failed to conquer it. The fury of nature, unknown magical beasts, and unimaginable dangers lie ahead. Together with his friends, Subaru embarks on a life-risking journey to reclaim what was lost.

(Source: Kadokawa)"
38793,That Time I Got Reincarnated as a Slime OAD,転生したらスライムだった件 OVA,TenSura OVA|That Time I Got Reincarnated as a Slime OVA|Tensei shitara Slime Datta Ken Gaiden|That Time I Got Reincarnated as a Slime Extra,ova,finished_airing,5,2019-07-09,7.47,2323,1070,132985,262459,manga,pg_13,8bit,Action|Comedy|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"One day, Shuna and Shion are fighting over Rimuru's squishy slime body as usual. Rimuru figures that giving them each a body double of himself would solve the conflict, but when he imagines some of his other friends asking him to do the same for them, he quickly drops that plan. Then he comes up with the idea to make a cushion in the shape of his slime form. He travels around Tempest to see if his friends know of any good materials he can use, and he learns that a special type of sand found along a lake shore in the forest is exactly what he's looking for. So he sets out to collect some sand... but a monster is waiting for him by the lake! What's more, Milim hears about his plan for a picnic and comes racing down from the sky!

(Source: Crunchyroll)"
33674,"No Game, No Life: Zero",ノーゲーム・ノーライフ ゼロ,NGNL Zero|NGNL the Movie,movie,finished_airing,1,2017-07-15,8.16,505,211,508816,947273,light_novel,pg_13,Madhouse,Drama|Fantasy|Isekai|Romance,Isekai,"In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the 16 sentient species, fighting to establish the One True God among the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets for the other Exceed, leaving the humans on the brink of extinction. 

One day, however, hope returns to humanity when Riku finds a powerful female Ex-Machina, whom he names Schwi, in an abandoned elf city. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings and is determined to understand the human heart. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives together against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard.

[Written by MAL Rewrite]"
46985,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",進化の実～知らないうちに勝ち組人生～,The Evolution Fruit: Conquering Life Unknowingly,tv,finished_airing,12,2021-10-05,6.16,9974,1174,116574,240650,light_novel,pg_13,Hotline,Adventure|Fantasy|Harem|Isekai|Romance,Isekai,"One day, a man claiming to be a god suddenly hacks a certain school's intercoms, ordering all of its students to team up and prepare to be transported to another world. There, they will be given special skills in the hopes that they become that world's heroes and defeat the Demon King that ravages the land.

The initial transfer is a success. However, Seiichi Hiiragi, who suffers from his classmates' constant bullying due to his somewhat undesirable appearance, is left behind as no one is willing to be his teammate. Nevertheless, the self-proclaimed god decides to send Seiichi to the parallel world and lets him join his peers. Unfortunately, this fateful ordeal causes Seiichi to arrive at a location deep in the forest, far not only from his schoolmates but from human civilization as well.

Desperately searching for a way to change his predicament, Seiichi's miserable days only seem to continue to worsen. Yet when all hope seems lost, Seiichi discovers a strange fruit known as the ""Fruit of Evolution""—which may be his first step toward a significantly better future.

[Written by MAL Rewrite]"
40841,Ascendance of a Bookworm: Side Story,本好きの下剋上 ～司書になるためには手段を選んでいられません～ OVA,"Ascendance of a Bookworm: Side Story One, Ascendance of a Bookworm: Side Story Two",ova,finished_airing,1,2020-03-10,7.46,2340,3638,27433,48630,light_novel,pg_13,Ajia-do,Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"Eustachius no Shitamachi Sennyuu Dai Sakusen (Eustachius' Incognito Operation Downtown)
To get more information about Myne and her strange background, Head Priest Ferdinand sends two nobles, Eustachius and Eckhard, to investigate everything regarding her life within her hometown. However, things do not go the way they expected.

Corinna-sama no Otaku Houmon (Visiting Missus Corinna)
Otto's wife, Corinna, takes an interest in the outfit that Myne wore at her baptism. Corinna summons her alongside her mother, Eva, and sister, Turi, wishing to know the procedure in making such sophisticated attire and accessories. Naturally, for Myne, she sees an excellent opportunity for profit.

[Written by MAL Rewrite]"
61327,The Land of NOMO,ノモの国,N/A,ona,finished_airing,1,2025-03-28,6.6,7314,15388,341,963,original,pg_13,monofilmo,Fantasy|Isekai,Isekai,"Once upon a time, there was a girl named Sora. She loved to sing, but one day, something happened that made her scared to sing in front of others. As days passed, she forgot how to sing, and even how to laugh. Then, one day, she and her little brother Daichi stumbled upon a mysterious pond.

(Source: Official site, translated)"
63376,My Ribdiculous Reincarnation,女神「異世界転生何になりたいですか」俺「勇者の肋骨で」,N/A,tv,currently_airing,0,2026-04-08,6.19,9859,6757,1176,11892,light_novel,pg_13,Qzil.la|S.o.K,Comedy|Fantasy|Isekai|Parody|Reincarnation,Isekai|Reincarnation,"The protagonist of the tale, simply referred to as ""I,"" experiences an endless cycle of reincarnation. The narrative takes place in a different universe where people are free to select their next form. However, the waiting list for popular roles, like ""Demon King"" or ""Hero with Cheat Skills and a Harem,"" has reached 50,000 years due to a recent spike in applications.

The protagonist decides to repeatedly reincarnate into increasingly strange forms because he refuses to wait. These roles include the rib of a hero in charge of a harem, a hermit crab, a vegetable, and even an explosive used to blow up blissfully happy couples.

(Source: MAL News)"
13201,Monster Rancher (2000),モンスターファーム～伝説[レジェンド]への道～,N/A,tv,finished_airing,25,2000-04-01,6.79,6062,5459,10082,20500,game,pg,TMS Entertainment,Action|Adventure|Comedy|Fantasy|Isekai,Isekai,"Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare.

Continuing from where the original story left off, Genki and friends journey to conquer the legend cup in hopes of freeing Holly's father from the mystery disc.

(Source: AniDB)"
31637,GATE Part 2,GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season|Gate: Thus the JSDF Fought There! Fire Dragon Arc|Gate: Jieitai Kanochi nite, Kaku Tatakaeri - Enryuu-hen",tv,finished_airing,12,2016-01-09,7.71,1385,411,365652,603014,light_novel,r,A-1 Pictures,Action|Adventure|Fantasy|Isekai|Military,Isekai,"Several months have passed since the infamous Ginza Incident, with tensions between the Empire and JSDF escalating in the vast and mysterious ""Special Region"" over peace negotiations. The greed and curiosity of the global powers have also begun to grow, as reports about the technological limitations of the magical realm's archaic civilizations come to light. 

Meanwhile, Lieutenant Youji Itami and his merry band of female admirers struggle to navigate the complex political intrigue that plagues the Empire's court. Despite her best efforts, Princess Piña Co Lada faces difficulties attempting to convince her father that the JSDF has no intention of conquering their kingdom. Pressured from both sides of the Gate, Itami must consider even more drastic measures to fulfill his mission.

[Written by MAL Rewrite] "
37781,Overlord: Ple Ple Pleiades 3,オーバーロード　ぷれぷれぷれあです3,N/A,ona,finished_airing,13,2018-07-10,6.82,5891,4330,16904,35216,light_novel,pg_13,Studio PuYUKAI,Action|Comedy|Fantasy|Isekai,Isekai,"Super deformed parody shorts of Overlord III streamed on Kadokawa's official YouTube channel. 
"
3991,Tweeny Witches the Adventures,魔法少女隊アルス the Adventure,Mahou Shoujo-tai: Alice Adventure|Arusu Adventure|Tweeny Witches: The Adventure,ova,finished_airing,6,2007-11-22,6.71,6604,8788,1685,6183,original,pg_13,Studio 4°C,Adventure|Comedy|Fantasy|Isekai,Isekai,"""Tweeny Witches"" The Adventure created by Studio 4C in collaboration with ""Garo"" creator Keita Amemiya. Includes the Alice chapters ""Sakana ni Natta Maho Shojotai"" and ""Fuin Sareta Kokoro,"" Sheila chapters ""Yosei Hakusho"" and ""Kori no Majo to Hien no Taki,"" and Eva chapters ""Dragon House no Himitsu"" and ""Shippu Doto no Maho Shojotai"" on three DVDs. 

(Source: AniDB)"
2971,Kyou kara Maou! R,今日からマ王！R,Kyou Kara Maou! OVA|Kyou Kara Maoh! R|Maruma OVA,ova,finished_airing,5,2007-10-26,7.41,2570,4951,11304,25977,light_novel,pg_13,Studio Deen,Adventure|Comedy|Fantasy|Isekai|Shoujo,Isekai,"Life has returned to some form of normalcy after the end of the series, and so His Majesty Yuuri Shibuya travels to oversee how things are going. While doing so, he runs into the king of Small Shimeron--Sararegi. But it seems there may be something more to him than the friendly king he presents himself as. Yuuri go back to Shimaron to relax and meet some friends, when the ""king"" of Little Shimaron suddenly joins the group and wants the Maou to come to his country. The Original king sends a message to Yuuri's brother and his friend that Yuuri is in trouble.

(Source: ANN)"
60316,"Uglymug, Epicfighter",ブサメンガチファイター,N/A,tv,finished_airing,12,2025-07-06,6.31,9079,3440,25199,53918,manga,pg_13,White Fox,Action|Adventure|Fantasy|Isekai|Seinen,Isekai,"Wrongly convicted of a crime, 34-year-old Shigeru Yoshioka loses everything, including his trust in women, and withdraws from society as an unemployed recluse.

One day, he stumbles upon a way to travel to another world. When a mysterious status screen appears on his computer, Shigeru sacrifices his looks to gain an overwhelming 100 trillion and 5,100 parameters. Now reborn as an ""Absolute God,"" he begins his second life in another world.

(Source: MAL News)"
929,Aura Battler Dunbine,聖戦士ダンバイン,Holy Warrior Dunbine|Dunbine,tv,finished_airing,49,1983-02-05,7.16,4024,5884,3434,16828,novel,pg_13,Sunrise,Adventure|Drama|Fantasy|Isekai|Mecha|Sci-Fi,Isekai,"Shou Zama is an ordinary 18-year-old from Tokyo who finds himself summoned to the medieval fantasy world of Byston Well. Upon arrival, he is put into service under the ambitious lord Drake Luft, who seeks to greatly expand his power. Those like Shou who come from ""Upper Earth"" possess strong aura power and are ordered to pilot ""Aura Battlers,"" insectoid mecha designed by a man named Shot Weapon, who also came from Upper Earth.

However, Shou's alliances quickly change when he meets Marvel Frozen, a young woman who has decided to rebel against Drake's political agenda. As he realizes the lord's true intentions, the boy chooses to join the fight against Drake and team up with Neal Given, who leads the resistance movement. The resistance isn't alone—Riml, daughter of their enemy and Neal's secret love, aids their efforts, hoping to escape from her father's clutches. As Shou finds himself fighting alongside his new comrades, they put their lives on the line to prevent the villainous Drake from taking over Byston Well before it's too late.

[Written by MAL Rewrite]"
34723,Youjo Shenki: Episode 0,ようじょしぇんき,N/A,ona,finished_airing,1,2017-01-06,6.03,10706,5624,9437,18924,light_novel,g,Studio PuYUKAI,Comedy|Fantasy|Isekai|Parody|Reincarnation,Isekai|Reincarnation,Episode 0 of the Mini Anime for Youjo Senki.
56228,I'll Become a Villainess Who Goes Down in History,歴史に残る悪女になるぞ,"Rekiaku|I'll Become a Villainess That Will Go Down in History: The More of a Villainess I Become, the More the Prince will Dote on Me",tv,finished_airing,13,2024-10-02,7.34,2911,1931,67788,134700,light_novel,pg_13,Maho Film,Comedy|Fantasy|Isekai|Romance|Shoujo|Villainess,Isekai,"The kind and compassionate heroine of an otome game may be as flawless as she is admirable, but a certain young woman from Japan much prefers the villainess, Alicia Williams. She sees sense in Alicia's ruthless verbal abuse and values her discipline and fortitude. On the other hand, aside from always toying with Prince Duke Seeker's emotions, the commoner heroine seems to only spout lip service.

Given the choice, the young woman would love to be reincarnated as Alicia—and her wish suddenly comes true! Seven-year-old Alicia awakens with the memories of her past life, now aware of all the future events, outcomes, and the world's secrets. She has no fear; to outsmart the heroine and avoid a bad ending, all Alicia needs is hard work, mastery of her noble family's dark magic, and the determination to become the greatest villainess in history.

[Written by MAL Rewrite]"
59301,Genshin Impact: Ignition Teaser - A Name Forged in Flames,《原神》引燃PV——「以燔燎铸名」,【原神】イグニッションPV「名を鋳る燎火」,pv,finished_airing,1,2024-07-12,6.78,,13079,909,1762,game,pg_13,N/A,Fantasy|Isekai,Isekai,Promotional video showcasing the Natlan cast of characters in Genshin Impact.
60328,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 7th Season,腐男子召喚～異世界で神獣にハメられました～ 7th.,N/A,ona,finished_airing,3,2024-06-10,5.78,11968,19199,125,445,web_manga,pg_13,AQUA ARIS,Boys Love|Fantasy|Isekai,Isekai,Seventh season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.
19369,Outbreak Company,アウトブレイク・カンパニー,N/A,tv,finished_airing,12,2013-10-04,7.16,4013,709,188325,383325,light_novel,pg_13,feel.,Comedy|Fantasy|Harem|Isekai|Otaku Culture|Parody,Isekai,"Shinichi Kanou is a shut-in otaku with a vast knowledge of anime, manga, and video games. One day, after applying for a job in hopes of escaping his secluded lifestyle, he is kidnapped and transported to the Eldant Empire—a fantasy world filled with elves, dragons, and dwarves. Trapped in this strange land, Shinichi is given an unlikely task by the Japanese government: to spread otaku culture across the realm by becoming an ""Otaku Missionary.""

To accomplish his mission, Shinichi has the full support of the Japanese government, as well as the half-elf maid Myucel and Princess Petralka of the Eldant Empire. Together with this ragtag bunch, he will overcome the obstacles of politics, social classes, and ethnic discrimination to promote the ways of the otaku in this holy land.

[Written by MAL Rewrite]"
10155,Dog Days,ドッグデイズ,Dog Days,tv,finished_airing,13,2011-04-02,6.84,5735,1417,89545,195363,original,pg_13,Seven Arcs,Action|Adventure|Fantasy|Isekai,Isekai,"Dog Days takes place in the world of Flonyard, an alternate Earth inhabited by beings who resemble humans, but also have the ears and tails of specific animals. The Republic of Biscotti, a union of dog-like citizens, has come under attack by the feline forces of the Galette Leo Knights. In an effort to save Biscotti, Princess Millhiore summons a champion from another world in order to defend her people. That champion is Cinque Izumi, a normal junior high student from Earth.

Agreeing to assist Biscotti, Cinque retrieves a sacred weapon called the Palladion and prepares for war. In Flonyard, wars are fought with no casualties and are more akin to sports competitions with the goal of raising money for the participating kingdoms. Cinque is successful in his role as Biscotti’s champion, but learns that a summoned champion cannot be returned to their home world. The scientists of Biscotti will endeavor to find a way for Cinque to return home, but until they figure something out, he must serve Princess Millhiore by continuing to fight as Biscotti’s hero."
38830,The 8th Son? Are You Kidding Me?,八男って、それはないでしょう！,"Hachinan tte, Sore wa Nai deshou!",tv,finished_airing,12,2020-04-02,6.27,9343,1020,146477,274489,light_novel,pg_13,SynergySP|Shin-Ei Animation,Action|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"Waking up in a new world, 25-year-old Shingo Ichinomiya realizes that he is in the body of a six-year-old. Retaining memories of his stressful life working at a firm company, Shingo learns that the person he is occupying is Wendelin Von Benno Baumeister, the eighth son of a poor noble family living in the countryside. Awoken to his bizarre situation, Wendelin strives to change his financial and social status for the better. His newly discovered great magical aptitude may prove to be just what he needs to achieve that goal.

[Written by MAL Rewrite]"
34742,Youjo Shenki,ようじょしぇんき,Saga of Tanya the Evil Shorts|Youjo Senki Specials,ona,finished_airing,12,2017-01-10,6.71,6644,4870,12573,27025,light_novel,g,Studio PuYUKAI,Comedy|Fantasy|Isekai|Military|Parody|Reincarnation,Isekai|Reincarnation,A chibi parody of Youjo Senki. 
55225,Bear Bear Bear Kuma Punch!,べあべあべあくまーぱーんち！,N/A,ona,finished_airing,5,2023-05-03,6.1,10273,12658,722,2028,light_novel,pg_13,EMT Squared,Comedy|Isekai,Isekai,Mini anime for Kuma Kuma Kuma Bear Punch released daily over five days on the Kadokawa Anime YouTube channel.
59322,Shirohiyo - Reincarnated as a Neglected Noble: Raising My Baby Brother With Memories From My Past Life,白豚貴族ですが前世の記憶が生えたのでひよこな弟育てます,"I'm the White Pig Nobleman, but With the Memories of My Previous Life, I'll Raise My Little Brother",tv,finished_airing,12,2025-07-06,6.73,6469,5807,7931,17397,light_novel,pg_13,Studio Comet,Childcare|Fantasy|Isekai|Reincarnation|Slice of Life,Isekai|Reincarnation,"In a world where Western and Asian cultures mix together, the only son of Count Kikunoi from the Kiryuu Empire, is Ageha. His life was already over at the age of 5. He, who was born in a corner of the country, has zero allies or useful skills in addition to being overweight. What's more, it seems that his brother Regulus, who suddenly appeared on his life and was presented for the Count as his brother, will kill him in the future for his right to succeed...

His only weapons, are the abilities of ""cooking and sewing,"" that he suddenly acquired along with the memories of his previous Japanese life. In the midst of all this, Ageha ends up raising his younger brother, but... ""My brother is super cute?"" And before he knows it, he becomes a full-blown doting older brother?!

Making handmade educational toys for his cute little brother and delicious chawanmushi (steamed egg custard)... With the help of his previous life's skills and my power as a housekeeper, he's able to improve the rough life of the people living in his territory. A fantasy of two young brothers managing their territory, where a single step gets even the gods involved in changing their country!

(Source: Shousetsuka ni Narou, translated)"
60348,Disney Twisted-Wonderland The Animation: Episode of Savanaclaw,ディズニー ツイステッドワンダーランド ザ アニメーション エピソード オブ サバナクロー,N/A,ona,not_yet_aired,0,N/A,,,10408,0,3814,manga,N/A,N/A,Fantasy|Isekai|School|Shounen,Isekai,"One day, high school student Yuuka ""Yuu"" Hirasaka finds herself transported to the world of Twisted Wonderland after a black carriage crashes into her. Though she hopes to return home to Tochigi in Japan, the magicless judo practitioner ends up enrolling in the prestigious magic academy Night Raven College.

As Yuu acclimates to her new life, the annual interdorm Spelldrive tournament at the school is set to begin. The team-based game tests the physical and magical strength of each dorm's seven best athletes, all while being broadcast throughout the magical world. For the past two years, the Diasomnia dorm has crushed the competition thanks solely to their powerful housewarden, Malleus Draconia.

Amidst the excitement, a series of incidents across campus befalling the top Spelldrive players from all dorms is rendering them unable to compete. Concerned that these are no mere accidents, the headmage of the academy tasks Yuu and her dormmate Grim to investigate. While the pair dives deeper into the matter, one housewarden in particular is determined to defeat Diasomnia—even if he must use underhanded methods to do so.

[Written by MAL Rewrite]"
60349,Disney Twisted-Wonderland The Animation: Episode of Octavinelle,ディズニー ツイステッドワンダーランド ザ アニメーション エピソード オブ オクタヴィネル,N/A,ona,not_yet_aired,0,N/A,,,11610,0,2726,manga,N/A,N/A,Fantasy|Isekai|School|Shounen,Isekai,"Three months ago, Yuuta ""Yuu"" Mito was a part-time worker at a Chinese restaurant in Wakayama, Japan. Now, the teenager has been stranded in the magical realm of Twisted Wonderland after a black horse-drawn carriage ran into him while he was delivering a customer's order. Unable to return to his original world, the magicless Yuu found himself enrolled at the prestigious Night Raven College in the meantime.

A strange happening around the campus emerges following the exam season, with several students sprouting sea anemones from the top of their heads—including Yuu's friends Grim, Ace Trappola, and Deuce Spade. Matters only worsen when those affected are told that they have become indentured servants to Octavinelle's housewarden, Azul Ashengrotto, as a result of magical contracts they had previously signed with him.

Unaffected since he never entered a deal with Azul, Yuu must find a way to break the contracts and save his friends. But completing this task without any magic of his own may prove more daunting than he realizes, as the odds begin to stack against him.

[Written by MAL Rewrite]"
37823,Conception,CONCEPTION（コンセプション）,N/A,tv,finished_airing,12,2018-10-10,4.56,14699,1897,55855,138181,game,pg_13,Gonzo,Action|Comedy|Fantasy|Harem|Isekai|Parody|Romance,Isekai,"On his high school graduation day, Itsuki's cousin, Mahiru, tells him that she's pregnant. Just then, a gate of light emerges and transports the two into the world of Granvania. In this land, ""Impurities"" have been causing a disturbance to the Stars, ultimately plunging Granvania into chaos and disorder. And Itsuki, now revealed to be one who is fated to meet with the ""Star Maidens,"" is seen as Granvania's last hope and was thus given the task to produce ""Star Children"" and combat the ""impurities."" And unless the task is complete, Itsuki may never be able to return home.

(Source: Wikipedia, edited)"
35790,The Rising of the Shield Hero,盾の勇者の成り上がり,N/A,tv,finished_airing,25,2019-01-09,7.9,926,67,1088329,1759623,light_novel,pg_13,Kinema Citrus,Action|Adventure|Drama|Fantasy|Isekai,Isekai,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality.

When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels.

As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future.

[Written by MAL Rewrite]"
15315,"Problem Children Are Coming from Another World, Aren't They?",問題児たちが異世界から来るそうですよ?,N/A,tv,finished_airing,10,2013-01-12,7.4,2623,402,324805,616634,light_novel,pg_13,Diomedéa,Action|Comedy|Fantasy|Isekai|Mythology,Isekai,"Izayoi Sakamaki, Asuka Kudou, and You Kasukabe are extraordinary teenagers who are blessed with psychic powers but completely fed up with their disproportionately mundane lives—until, unexpectedly, each of them receives a strange envelope containing an invitation to a mysterious place known as Little Garden. 

Inexplicably dropped into a vast new world, the trio is greeted by Kurousagi, who explains that they have been given a once-in-a-lifetime chance to participate in special high-stakes games using their abilities. In order to take part, however, they must first join a community. Learning that Kurousagi's community ""No Names"" has lost its official status and bountiful land due to their defeat at the hands of a demon lord, the group sets off to help reclaim their new home's dignity, eager to protect its residents and explore the excitement that Little Garden has to offer.

[Written by MAL Rewrite]"
